trial,coord,imagefilestim,clrop,correc,primcond,imagefileprim,primop,onstcond,onst,Exp_loop.thisRepN,Exp_loop.thisTrialN,Exp_loop.thisN,Exp_loop.thisIndex,Instruction_text.started,Instruction_text.stopped,Instruction_resp.keys,Instruction_resp.rt,Instruction_resp.started,Instruction_resp.stopped,Fixation.started,Fixation.stopped,Stimulusarrow.started,Stimulusarrow.stopped,Backmask.started,Backmask.stopped,Frontmask.started,Frontmask.stopped,Primerarrow.started,Primerarrow.stopped,Response.keys,Response.corr,Response.started,Response.stopped,Response.rt,participant,session,date,expName,psychopyVersion,frameRate,
29,"(-0.5, 0)",rightblue.png,0.15,right,None,None,None,long,48,0,15,15,28,,,,,,,112.27654200000688,112.76971950009465,113.62023949995637,113.65352870011702,113.6035758999642,113.62023949995637,113.57026510010473,113.58674139995128,113.58674139995128,113.6035758999642,None,0,113.62023949995637,112.27654200000688,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
45,"(0.5, 0)",rightpurple.png,0.15,right,Oppcol,rightblue.png,0.15,long,48,0,16,16,44,,,,,,,115.12952560000122,115.63646930013783,116.48684790008701,116.52023240015842,116.47013780009001,116.48684790008701,116.43662789999507,116.45356420008466,116.45356420008466,116.47013780009001,right,1,116.48684790008701,115.12952560000122,0.5715008000843227,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
25,"(0.5, 0)",rightblue.png,0.15,None,None,None,None,long,48,0,17,17,24,,,,,,,117.0987279000692,117.60310730012134,118.45348619995639,118.48671510000713,118.4366121001076,118.45348619995639,118.40356330014765,118.42021020012908,118.42021020012908,118.4366121001076,right,0,118.45348619995639,None,0.6209241000469774,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
18,"(-0.5, 0)",leftpurple.png,0.15,left,None,None,None,short,24,0,18,18,17,,,,,,,119.1119574001059,119.60311589995399,120.05352329998277,120.08674230007455,120.03667180007324,120.05352329998277,120.00358849996701,120.0202570001129,120.0202570001129,120.03667180007324,None,0,120.05352329998277,None,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
65,"(0.5, 0)",rightblue.png,0.15,None,Oppcol,rightpurple.png,0.15,long,48,0,19,19,64,,,,,,,121.5624188000802,122.07006820011884,122.92022259999067,122.95358670013957,122.90350980008952,122.92022259999067,122.87015660014004,122.88673360017128,122.88673360017128,122.90350980008952,None,1,122.92022259999067,121.5624188000802,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
28,"(-0.5, 0)",rightblue.png,0.15,right,None,None,None,short,24,0,20,20,27,,,,,,,124.42876900010742,124.93627850012854,125.38663380010985,125.4202898000367,125.37014280003496,125.38663380010985,125.33667029999197,125.35356350010261,125.35356350010261,125.37014280003496,None,0,125.38663380010985,124.42876900010742,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
11,"(0.5, 0)",leftpurple.png,0.15,None,None,None,None,short,24,0,21,21,10,,,,,,,126.89379110001028,127.3861982000526,127.8366696999874,127.87006330001168,127.81946360017173,127.8366696999874,127.78624580008909,127.80263080005534,127.80263080005534,127.81946360017173,None,1,127.8366696999874,126.89379110001028,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
21,"(0.5, 0)",rightblue.png,0.15,None,None,None,None,short,24,0,22,22,20,,,,,,,129.34335980005562,129.8360925000161,130.28660210012458,130.32015170017257,130.26999040017836,130.28660210012458,130.23664020001888,130.2535689000506,130.2535689000506,130.26999040017836,None,1,130.28660210012458,129.34335980005562,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
80,"(-0.5, 0)",leftblue.png,0.15,None,Oppcol,leftpurple.png,0.15,long,48,0,23,23,79,,,,,,,131.79605430015363,132.28626780002378,133.13660009996966,133.17031760001555,133.1202432999853,133.13660009996966,133.08663270017132,133.10355340014212,133.10355340014212,133.1202432999853,left,0,133.13660009996966,131.79605430015363,1.0097280000336468,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
67,"(-0.5, 0)",rightblue.png,0.15,right,Oppcol,rightpurple.png,0.15,short,24,0,24,24,66,,,,,,,134.18352800002322,134.6861873001326,135.13663530000485,135.17025219998322,135.12017969996668,135.13663530000485,135.08663869998418,135.10354090016335,135.10354090016335,135.12017969996668,None,0,135.13663530000485,None,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
19,"(-0.5, 0)",leftpurple.png,0.15,left,None,None,None,long,48,0,25,25,18,,,,,,,136.6462773999665,137.15311910002492,138.00348130008206,138.036751100095,137.98661490017548,138.00348130008206,137.95355380000547,137.97022949997336,137.97022949997336,137.98661490017548,None,0,138.00348130008206,136.6462773999665,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
17,"(-0.5, 0)",leftpurple.png,0.15,left,None,None,None,short,24,0,26,26,16,,,,,,,139.51140850014053,140.00305359996855,140.45354870008305,140.48665269999765,140.43665360007435,140.45354870008305,140.40348720015027,140.42023980012164,140.42023980012164,140.43665360007435,None,0,140.45354870008305,139.51140850014053,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
69,"(-0.5, 0)",rightblue.png,0.15,right,Oppcol,rightpurple.png,0.15,long,48,0,27,27,68,,,,,,,141.96110090008005,142.45293190004304,143.3034842000343,143.33665870013647,143.2867203000933,143.3034842000343,143.2535355000291,143.2702438000124,143.2702438000124,143.2867203000933,None,0,143.3034842000343,141.96110090008005,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
27,"(-0.5, 0)",rightblue.png,0.15,right,None,None,None,short,24,0,28,28,26,,,,,,,144.8029269000981,145.3032764000818,145.75357730011456,145.78663770016283,145.736629600171,145.75357730011456,145.70357620017603,145.7199673000723,145.7199673000723,145.736629600171,None,0,145.75357730011456,144.8029269000981,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
72,"(0.5, 0)",leftblue.png,0.15,left,Oppcol,leftpurple.png,0.15,short,24,0,29,29,71,,,,,,,147.26253470010124,147.76975099998526,148.2202388001606,148.2535692001693,148.2032699000556,148.2202388001606,148.17013270012103,148.1866109999828,148.1866109999828,148.2032699000556,None,0,148.2202388001606,147.26253470010124,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
56,"(-0.5, 0)",leftpurple.png,0.15,left,Oppcol,leftblue.png,0.15,short,24,0,30,30,55,,,,,,,149.7304877000861,150.2362609000411,150.6866506000515,150.72022200003266,150.67013440001756,150.6866506000515,150.63662550016306,150.653561900137,150.653561900137,150.67013440001756,left,1,150.6866506000515,149.7304877000861,1.05966389994137,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
31,"(0.5, 0)",leftblue.png,0.15,left,None,None,None,short,24,0,31,31,30,,,,,,,151.78075290005654,152.28616050002165,152.73665920016356,152.77019920013845,152.72027419996448,152.73665920016356,152.6867389001418,152.70348779996857,152.70348779996857,152.72027419996448,None,0,152.73665920016356,None,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
37,"(-0.5, 0)",leftblue.png,0.15,None,None,None,None,short,24,0,32,32,36,,,,,,,154.24384070001543,154.73607220011763,155.18664560001343,155.22017490002327,155.17019400000572,155.18664560001343,155.13663200009614,155.15357260010205,155.15357260010205,155.17019400000572,None,1,155.18664560001343,154.24384070001543,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
75,"(0.5, 0)",leftblue.png,0.15,left,Oppcol,leftpurple.png,0.15,long,48,0,33,33,74,,,,,,,156.6954600000754,157.18633750011213,158.03645500005223,158.07000380009413,158.01951060001738,158.03645500005223,157.98669770010747,158.0027640000917,158.0027640000917,158.01951060001738,None,0,158.03645500005223,156.6954600000754,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
57,"(-0.5, 0)",leftpurple.png,0.15,left,Oppcol,leftblue.png,0.15,short,24,0,34,34,56,,,,,,,159.54717060015537,160.05329730012454,160.50347180012614,160.53664329997264,160.48659900017083,160.50347180012614,160.45349510014057,160.47018270008266,160.47018270008266,160.48659900017083,left,1,160.50347180012614,159.54717060015537,0.9225931998807937,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
42,"(0.5, 0)",rightpurple.png,0.15,right,Oppcol,rightblue.png,0.15,short,24,0,35,35,41,,,,,,,161.46493470016867,161.9699532999657,162.42010910017416,162.4534746001009,162.4035616000183,162.42010910017416,162.37013739999384,162.3866223001387,162.3866223001387,162.4035616000183,right,1,162.42010910017416,None,0.5741595001891255,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
14,"(0.5, 0)",leftpurple.png,0.15,None,None,None,None,long,48,0,36,36,13,,,,,,,163.03082240000367,163.53640209999867,164.38677199999802,164.42024999996647,164.37019150005654,164.38677199999802,164.33676480012946,164.3535095001571,164.3535095001571,164.37019150005654,None,1,164.38677199999802,None,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
10,"(-0.5, 0)",rightpurple.png,0.15,None,None,None,None,long,48,0,37,37,9,,,,,,,165.89457820006646,166.3862505001016,167.236722700065,167.27020300016738,167.2202036001254,167.236722700065,167.1866310001351,167.2035294000525,167.2035294000525,167.2202036001254,None,1,167.236722700065,165.89457820006646,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
39,"(-0.5, 0)",leftblue.png,0.15,None,None,None,None,long,48,0,38,38,38,,,,,,,168.75110330013558,169.2527811001055,170.103553700028,170.13669610000215,170.08675729995593,170.103553700028,170.05353730008937,170.0701945000328,170.0701945000328,170.08675729995593,None,1,170.103553700028,168.75110330013558,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
30,"(-0.5, 0)",rightblue.png,0.15,right,None,None,None,long,48,0,39,39,29,,,,,,,171.60793090006337,172.1033956001047,172.9534597999882,172.98667390015908,172.93676740000956,172.9534597999882,172.90346040017903,172.92016700003296,172.92016700003296,172.93676740000956,None,0,172.9534597999882,171.60793090006337,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
53,"(0.5, 0)",leftpurple.png,0.15,None,Oppcol,leftblue.png,0.15,short,24,0,40,40,52,,,,,,,174.46243750001304,174.96996770007536,175.42006120015867,175.4535004000645,175.40351080009714,175.42006120015867,175.3701238001231,175.38663730002008,175.38663730002008,175.40351080009714,None,1,175.42006120015867,174.46243750001304,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
16,"(-0.5, 0)",leftpurple.png,0.15,left,None,None,None,short,24,0,41,41,15,,,,,,,176.92850120016374,177.41972819995135,177.8701409001369,177.90337359998375,177.85355090000667,177.8701409001369,177.8201490000356,177.83659150009044,177.83659150009044,177.85355090000667,left,1,177.8701409001369,176.92850120016374,1.1401224001310766,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
38,"(-0.5, 0)",leftblue.png,0.15,None,None,None,None,short,24,0,42,42,37,,,,,,,179.04561479995027,179.55316150002182,180.0035632001236,180.0366321001202,179.98661809996702,180.0035632001236,179.9535046000965,179.97021810011938,179.97021810011938,179.98661809996702,None,1,180.0035632001236,None,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
76,"(-0.5, 0)",leftblue.png,0.15,None,Oppcol,leftpurple.png,0.15,short,24,0,43,43,75,,,,,,,181.51003740006126,182.0030547999777,182.45353180007078,182.48662270000204,182.43662569997832,182.45353180007078,182.40358859999105,182.42013880005106,182.42013880005106,182.43662569997832,left,0,182.45353180007078,181.51003740006126,0.7815541999880224,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
6,"(-0.5, 0)",rightpurple.png,0.15,None,None,None,None,short,24,0,44,44,5,,,,,,,183.2631801001262,183.76974679995328,184.22008999995887,184.2535117000807,184.20354170002975,184.22008999995887,184.1701126000844,184.1866191001609,184.1866191001609,184.20354170002975,None,1,184.22008999995887,None,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
63,"(0.5, 0)",rightblue.png,0.15,None,Oppcol,rightpurple.png,0.15,short,24,0,45,45,62,,,,,,,185.73025960009545,186.23640589998104,186.68665010016412,186.72027410008013,186.67015440016985,186.68665010016412,186.6366267001722,186.65346350008622,186.65346350008622,186.67015440016985,right,0,186.68665010016412,185.73025960009545,0.7076206000056118,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
7,"(-0.5, 0)",rightpurple.png,0.15,None,None,None,None,short,24,0,46,46,6,,,,,,,187.4298275001347,187.93589320010506,188.38658880000003,188.42011480010115,188.37020420003682,188.38658880000003,188.33664080011658,188.35344019997865,188.35344019997865,188.37020420003682,None,1,188.38658880000003,None,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
61,"(0.5, 0)",rightblue.png,0.15,None,Oppcol,rightpurple.png,0.15,short,24,0,47,47,60,,,,,,,189.89545199996792,190.40329880011268,190.85349330003373,190.8866357000079,190.8366960999556,190.85349330003373,190.80353370006196,190.82015849999152,190.82015849999152,190.8366960999556,None,1,190.85349330003373,189.89545199996792,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
60,"(-0.5, 0)",leftpurple.png,0.15,left,Oppcol,leftblue.png,0.15,long,48,0,48,48,59,,,,,,,192.36283680005,192.8697492000647,193.72013180004433,193.7534716001246,193.7035439000465,193.72013180004433,193.670129599981,193.68672290001996,193.68672290001996,193.7035439000465,left,1,193.72013180004433,192.36283680005,0.922391900094226,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
46,"(-0.5, 0)",rightpurple.png,0.15,None,Oppcol,rightblue.png,0.15,short,24,0,49,49,45,,,,,,,194.68302930006757,195.18637800007127,195.63670260016806,195.67022219998762,195.62018560012802,195.63670260016806,195.58665870013647,195.60354920011014,195.60354920011014,195.62018560012802,None,1,195.63670260016806,None,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
41,"(0.5, 0)",rightpurple.png,0.15,right,Oppcol,rightblue.png,0.15,short,24,0,50,50,40,,,,,,,197.14643530012108,197.6530387001112,198.10334060015157,198.13661619997583,198.08670300012454,198.10334060015157,198.0533233000897,198.07021949999034,198.07021949999034,198.08670300012454,right,1,198.10334060015157,197.14643530012108,0.5869162001181394,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
1,"(0.5, 0)",rightpurple.png,0.15,right,None,None,None,short,24,0,51,51,0,,,,,,,198.73225879995152,199.2362496999558,199.68661580001935,199.72009010007605,199.67012530006468,199.68661580001935,199.63660980015993,199.6535559000913,199.6535559000913,199.67012530006468,right,1,199.68661580001935,None,0.5876041001174599,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
64,"(0.5, 0)",rightblue.png,0.15,None,Oppcol,rightpurple.png,0.15,long,48,0,52,52,63,,,,,,,200.3128239000216,200.81971619999968,201.67022650013678,201.7035126001574,201.65348610002548,201.67022650013678,201.62017120001838,201.6366942001041,201.6366942001041,201.65348610002548,None,1,201.67022650013678,None,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
15,"(0.5, 0)",leftpurple.png,0.15,None,None,None,None,long,48,0,53,53,14,,,,,,,203.17919649998657,203.68613509996794,204.5366165000014,204.57015509996563,204.5202456000261,204.5366165000014,204.48671460011974,204.50351619999856,204.50351619999856,204.5202456000261,None,1,204.5366165000014,203.17919649998657,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
79,"(-0.5, 0)",leftblue.png,0.15,None,Oppcol,leftpurple.png,0.15,long,48,0,54,54,78,,,,,,,206.04689720016904,206.55303900013678,207.40348790003918,207.4366109999828,207.38665110012516,207.40348790003918,207.35351010016166,207.3700193001423,207.3700193001423,207.38665110012516,None,1,207.40348790003918,206.04689720016904,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
13,"(0.5, 0)",leftpurple.png,0.15,None,None,None,None,short,24,0,55,55,12,,,,,,,208.91178250010125,209.40304300002754,209.85353890014812,209.886751400074,209.83661870006472,209.85353890014812,209.8035097999964,209.8201723000966,209.8201723000966,209.83661870006472,None,1,209.85353890014812,208.91178250010125,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
74,"(0.5, 0)",leftblue.png,0.15,left,Oppcol,leftpurple.png,0.15,long,48,0,56,56,73,,,,,,,211.35977179999463,211.85287830000743,212.7035734001547,212.7366073001176,212.68667230010033,212.7035734001547,212.65348330000415,212.67012050002813,212.67012050002813,212.68667230010033,None,0,212.7035734001547,211.35977179999463,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
44,"(0.5, 0)",rightpurple.png,0.15,right,Oppcol,rightblue.png,0.15,long,48,0,57,57,43,,,,,,,214.21420020004734,214.72004050016403,215.57016800018027,215.60345500009134,215.55353690008633,215.57016800018027,215.52012670016848,215.53669680003077,215.53669680003077,215.55353690008633,right,1,215.57016800018027,214.21420020004734,0.6880395000334829,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
12,"(0.5, 0)",leftpurple.png,0.15,None,None,None,None,short,24,0,58,58,11,,,,,,,216.29722280008718,216.80273380014114,217.25345850014128,217.28663590014912,217.23676140001044,217.25345850014128,217.20354070002213,217.22009319998324,217.22009319998324,217.23676140001044,None,1,217.25345850014128,None,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
32,"(0.5, 0)",leftblue.png,0.15,left,None,None,None,short,24,0,59,59,31,,,,,,,218.76343820011243,219.26996339997277,219.72011840017512,219.7535655000247,219.70347950002179,219.72011840017512,219.67010340001434,219.68674160004593,219.68674160004593,219.70347950002179,None,0,219.72011840017512,218.76343820011243,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
23,"(0.5, 0)",rightblue.png,0.15,None,None,None,None,short,24,0,60,60,22,,,,,,,221.22787289996631,221.71982260001823,222.17016360000707,222.2034452999942,222.15350680006668,222.17016360000707,222.1201657000929,222.1367349999491,222.1367349999491,222.15350680006668,right,0,222.17016360000707,221.22787289996631,0.808081499999389,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
20,"(-0.5, 0)",leftpurple.png,0.15,left,None,None,None,long,48,0,61,61,19,,,,,,,223.0128142000176,223.52002950012684,224.3701308001764,224.40351430000737,224.35349040012807,224.3701308001764,224.3202011999674,224.33661080012098,224.33661080012098,224.35349040012807,None,0,224.3701308001764,None,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
34,"(0.5, 0)",leftblue.png,0.15,left,None,None,None,long,48,0,62,62,33,,,,,,,225.88026660005562,226.38640530011617,227.23594280006364,227.26993690012023,227.219506500056,227.23594280006364,227.18592160008848,227.20276270015165,227.20276270015165,227.219506500056,None,0,227.23594280006364,225.88026660005562,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
59,"(-0.5, 0)",leftpurple.png,0.15,left,Oppcol,leftblue.png,0.15,long,48,0,63,63,58,,,,,,,228.74340880010277,229.23575290013105,230.08658810006455,230.11996540008113,230.07013919996098,230.08658810006455,230.03666850016452,230.053448199993,230.053448199993,230.07013919996098,None,0,230.08658810006455,228.74340880010277,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
55,"(0.5, 0)",leftpurple.png,0.15,None,Oppcol,leftblue.png,0.15,long,48,0,64,64,54,,,,,,,231.59799710009247,232.10293010016903,232.9535360999871,232.9866143001709,232.93669200013392,232.9535360999871,232.9034162000753,232.92004810017534,232.92004810017534,232.93669200013392,None,1,232.9535360999871,231.59799710009247,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
4,"(0.5, 0)",rightpurple.png,0.15,right,None,None,None,long,48,0,65,65,3,,,,,,,234.46290530008264,234.96993970009498,235.82017370010726,235.8534616001416,235.80330320005305,235.82017370010726,235.77016269997694,235.78667600010522,235.78667600010522,235.80330320005305,right,1,235.82017370010726,234.46290530008264,0.7580076998565346,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
77,"(-0.5, 0)",leftblue.png,0.15,None,Oppcol,leftpurple.png,0.15,short,24,0,66,66,76,,,,,,,236.61340679996647,237.1194087001495,237.5700284000486,237.60354580008425,237.55353530007415,237.5700284000486,237.5202067999635,237.5366428999696,237.5366428999696,237.55353530007415,left,0,237.5700284000486,None,0.44863249990157783,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
50,"(-0.5, 0)",rightpurple.png,0.15,None,Oppcol,rightblue.png,0.15,long,48,0,67,67,49,,,,,,,238.04841769998893,238.5530159000773,239.40352699998766,239.4367641999852,239.38667590008117,239.40352699998766,239.35351520008408,239.37007350008935,239.37007350008935,239.38667590008117,None,1,239.40352699998766,None,,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
78,"(-0.5, 0)",leftblue.png,0.15,None,Oppcol,leftpurple.png,0.15,short,24,0,68,68,77,,,,,,,240.91204510000534,241.40293109999038,241.8534572001081,241.8866932000965,241.83665690012276,241.8534572001081,241.80343049997464,241.8201948001515,241.8201948001515,241.83665690012276,left,0,241.8534572001081,240.91204510000534,0.740906500024721,2,001,2021_Dec_01_1410,Final,2021.2.3,60.10023516582491,
