trial,coord,imagefilestim,clrop,correc,primcond,imagefileprim,primop,onstcond,onst,Exp_loop.thisRepN,Exp_loop.thisTrialN,Exp_loop.thisN,Exp_loop.thisIndex,Instruction_text.started,Instruction_text.stopped,Instruction_resp.keys,Instruction_resp.rt,Instruction_resp.started,Instruction_resp.stopped,Fixation.started,Fixation.stopped,Stimulusarrow.started,Stimulusarrow.stopped,Backmask.started,Backmask.stopped,Frontmask.started,Frontmask.stopped,Primerarrow.started,Primerarrow.stopped,Response.keys,Response.corr,Response.rt,Response.started,Response.stopped,participant,session,date,expName,psychopyVersion,frameRate,
56,"(-0.5, 0)",leftpurple.png,0.15,left,Oppcol,leftblue.png,0.15,short,24,0,37,37,55,,,,,,,203.11240869993344,203.61113350000232,204.061144300038,204.09445940004662,204.044383399887,204.061144300038,204.01100980001502,204.0277678000275,204.0277678000275,204.044383399887,None,0,,204.061144300038,203.11240869993344,4,001,2021_Dec_01_1420,Final,2021.2.3,59.99923203192146,
33,"(0.5, 0)",leftblue.png,0.15,left,None,None,None,short,24,0,38,38,32,,,,,,,205.56840869993903,206.06104999990202,206.51101520005614,206.54441029997543,206.4944639999885,206.51101520005614,206.46112890006043,206.4777633000631,206.4777633000631,206.4944639999885,None,0,,206.51101520005614,205.56840869993903,4,001,2021_Dec_01_1420,Final,2021.2.3,59.99923203192146,
67,"(-0.5, 0)",rightblue.png,0.15,right,Oppcol,rightpurple.png,0.15,short,24,0,39,39,66,,,,,,,208.01984829991125,208.51109819998965,208.96107499999925,208.99441729998216,208.94443330005743,208.96107499999925,208.9110407999251,208.92779499990866,208.92779499990866,208.94443330005743,right,1,0.5713067001197487,208.96107499999925,208.01984829991125,4,001,2021_Dec_01_1420,Final,2021.2.3,59.99923203192146,
15,"(0.5, 0)",leftpurple.png,0.15,None,None,None,None,long,48,0,40,40,14,,,,,,,209.5638657999225,210.06113300006837,210.9110552999191,210.94445279985666,210.89440139988437,210.9110552999191,210.86111019994132,210.87768499995582,210.87768499995582,210.89440139988437,None,1,,210.9110552999191,None,4,001,2021_Dec_01_1420,Final,2021.2.3,59.99923203192146,
1,"(0.5, 0)",rightpurple.png,0.15,right,None,None,None,short,24,0,41,41,0,,,,,,,212.42545720003545,212.9277216999326,213.37772720004432,213.41112109995447,213.36115509993397,213.37772720004432,213.32775799999945,213.3443843999412,213.3443843999412,213.36115509993397,right,1,0.6184013998135924,213.37772720004432,212.42545720003545,4,001,2021_Dec_01_1420,Final,2021.2.3,59.99923203192146,
13,"(0.5, 0)",leftpurple.png,0.15,None,None,None,None,short,24,0,42,42,12,,,,,,,214.02984940004535,214.52762759989128,214.9777476999443,215.01099539990537,214.96112499991432,214.9777476999443,214.92777359997854,214.94437110004947,214.94437110004947,214.96112499991432,None,1,,214.9777476999443,None,4,001,2021_Dec_01_1420,Final,2021.2.3,59.99923203192146,
2,"(0.5, 0)",rightpurple.png,0.15,right,None,None,None,short,24,0,43,43,1,,,,,,,216.48593399999663,216.9776991000399,217.42765359999612,217.461029099999,217.41112020006403,217.42765359999612,217.37777010002173,217.39444659999572,217.39444659999572,217.41112020006403,right,1,0.6167018001433462,217.42765359999612,216.48593399999663,4,001,2021_Dec_01_1420,Final,2021.2.3,59.99923203192146,
68,"(-0.5, 0)",rightblue.png,0.15,right,Oppcol,rightpurple.png,0.15,short,24,0,44,44,67,,,,,,,218.0635468000546,218.5610980000347,219.01100170006976,219.04432399990037,218.99438709998503,219.01100170006976,218.96098709991202,218.97776639997028,218.97776639997028,218.99438709998503,None,0,,219.01100170006976,None,4,001,2021_Dec_01_1420,Final,2021.2.3,59.99923203192146,
23,"(0.5, 0)",rightblue.png,0.15,None,None,None,None,short,24,0,45,45,22,,,,,,,220.51228050002828,221.01117120007984,221.4610784999095,221.49446469987743,221.44446299993433,221.4610784999095,221.41111180000007,221.42774429987185,221.42774429987185,221.44446299993433,None,1,,221.4610784999095,220.51228050002828,4,001,2021_Dec_01_1420,Final,2021.2.3,59.99923203192146,
76,"(-0.5, 0)",leftblue.png,0.15,None,Oppcol,leftpurple.png,0.15,short,24,0,46,46,75,,,,,,,222.96302959998138,223.4610550000798,223.9111103999894,223.9444249998778,223.89427699986845,223.9111103999894,223.86113239987753,223.87775469990447,223.87775469990447,223.89427699986845,None,1,,223.9111103999894,222.96302959998138,4,001,2021_Dec_01_1420,Final,2021.2.3,59.99923203192146,
35,"(0.5, 0)",leftblue.png,0.15,left,None,None,None,long,48,0,47,47,34,,,,,,,225.42120680003427,225.9277172998991,226.77769550005905,226.81103129987605,226.76108040008694,226.77769550005905,226.72769710002467,226.7444893999491,226.7444893999491,226.76108040008694,left,1,0.690312699880451,226.77769550005905,225.42120680003427,4,001,2021_Dec_01_1420,Final,2021.2.3,59.99923203192146,
17,"(-0.5, 0)",leftpurple.png,0.15,left,None,None,None,short,24,0,48,48,16,,,,,,,227.50456120003946,228.01111319987103,228.46101780002937,228.49436299991794,228.4443626999855,228.46101780002937,228.4110844999086,228.4277784000151,228.4277784000151,228.4443626999855,left,1,1.3109307999256998,228.46101780002937,None,4,001,2021_Dec_01_1420,Final,2021.2.3,59.99923203192146,
70,"(-0.5, 0)",rightblue.png,0.15,right,Oppcol,rightpurple.png,0.15,long,48,0,49,49,69,,,,,,,229.7970322999172,230.29439569986425,231.14440559991635,231.17772879987024,231.12786479992792,231.14440559991635,231.09436200000346,231.111069599865,231.111069599865,231.12786479992792,right,1,0.9482397998217493,231.14440559991635,None,4,001,2021_Dec_01_1420,Final,2021.2.3,59.99923203192146,
40,"(-0.5, 0)",leftblue.png,0.15,None,None,None,None,long,48,0,50,50,39,,,,,,,232.11391469999216,232.61107619991526,233.46102540008724,233.4943681000732,233.4444357000757,233.46102540008724,233.411108299857,233.4277965000365,233.4277965000365,233.4444357000757,None,1,,233.46102540008724,None,4,001,2021_Dec_01_1420,Final,2021.2.3,59.99923203192146,
73,"(0.5, 0)",leftblue.png,0.15,left,Oppcol,leftpurple.png,0.15,short,24,0,51,51,72,,,,,,,234.9753425999079,235.4776224999223,235.92772600008175,235.96105659985915,235.91099880007096,235.92772600008175,235.87777170003392,235.89444769988768,235.89444769988768,235.91099880007096,None,0,,235.92772600008175,234.9753425999079,4,001,2021_Dec_01_1420,Final,2021.2.3,59.99923203192146,
41,"(0.5, 0)",rightpurple.png,0.15,right,Oppcol,rightblue.png,0.15,short,24,0,52,52,40,,,,,,,237.42882729996927,237.92777660000138,238.37771290005185,238.41110139992088,238.3610250998754,238.37771290005185,238.32772119995207,238.34436069987714,238.34436069987714,238.3610250998754,right,1,0.5623959000222385,238.37771290005185,237.42882729996927,4,001,2021_Dec_01_1420,Final,2021.2.3,59.99923203192146,
25,"(0.5, 0)",rightblue.png,0.15,None,None,None,None,long,48,0,53,53,24,,,,,,,238.96687430003658,239.46111000003293,240.311006099917,240.34441090002656,240.29442139994353,240.311006099917,240.2610466000624,240.27754689985886,240.27754689985886,240.29442139994353,None,1,,240.311006099917,None,4,001,2021_Dec_01_1420,Final,2021.2.3,59.99923203192146,
21,"(0.5, 0)",rightblue.png,0.15,None,None,None,None,short,24,0,54,54,20,,,,,,,241.81181189999916,242.31112189986743,242.76112150005065,242.79445749986917,242.7443846000824,242.76112150005065,242.7110788000282,242.72778509999625,242.72778509999625,242.7443846000824,None,1,,242.76112150005065,241.81181189999916,4,001,2021_Dec_01_1420,Final,2021.2.3,59.99923203192146,
27,"(-0.5, 0)",rightblue.png,0.15,right,None,None,None,short,24,0,55,55,26,,,,,,,244.27544740005396,244.77768719987944,245.22766149998643,245.26107949996367,245.21102140005678,245.22766149998643,245.1775392999407,245.1943383999169,245.1943383999169,245.21102140005678,right,1,0.9922976000234485,245.22766149998643,244.27544740005396,4,001,2021_Dec_01_1420,Final,2021.2.3,59.99923203192146,
36,"(-0.5, 0)",leftblue.png,0.15,None,None,None,None,short,24,0,56,56,35,,,,,,,246.2451766000595,246.7441948999185,247.1943512998987,247.22777120000683,247.17768560000695,247.1943512998987,247.14445380005054,247.16109619988129,247.16109619988129,247.17768560000695,None,1,,247.1943512998987,None,4,001,2021_Dec_01_1420,Final,2021.2.3,59.99923203192146,
53,"(0.5, 0)",leftpurple.png,0.15,None,Oppcol,leftblue.png,0.15,short,24,0,57,57,52,,,,,,,248.70885069994256,249.21111329994164,249.66109509998932,249.6943216000218,249.64435949991457,249.66109509998932,249.6111021998804,249.6276976999361,249.6276976999361,249.64435949991457,left,0,0.783128899987787,249.66109509998932,248.70885069994256,4,001,2021_Dec_01_1420,Final,2021.2.3,59.99923203192146,
3,"(0.5, 0)",rightpurple.png,0.15,right,None,None,None,short,24,0,58,58,2,,,,,,,250.4653642999474,250.961023400072,251.41098799998872,251.44435400003567,251.3943499000743,251.41098799998872,251.36101810005493,251.37770819989964,251.37770819989964,251.3943499000743,None,0,,251.41098799998872,None,4,001,2021_Dec_01_1420,Final,2021.2.3,59.99923203192146,
62,"(0.5, 0)",rightblue.png,0.15,None,Oppcol,rightpurple.png,0.15,short,24,0,59,59,61,,,,,,,252.92024999996647,253.42759609990753,253.87778989993967,253.91101869987324,253.86101730004884,253.87778989993967,253.82770320004784,253.84439800004475,253.84439800004475,253.86101730004884,None,1,,253.87778989993967,252.92024999996647,4,001,2021_Dec_01_1420,Final,2021.2.3,59.99923203192146,
45,"(0.5, 0)",rightpurple.png,0.15,right,Oppcol,rightblue.png,0.15,long,48,0,60,60,44,,,,,,,255.3774749999866,255.8777022000868,256.72764820000157,256.7609248999506,256.71111839986406,256.72764820000157,256.67768689990044,256.69435380003415,256.69435380003415,256.71111839986406,right,1,0.5323683999013156,256.72764820000157,255.3774749999866,4,001,2021_Dec_01_1420,Final,2021.2.3,59.99923203192146,
30,"(-0.5, 0)",rightblue.png,0.15,right,None,None,None,long,48,0,61,61,29,,,,,,,257.2877849000506,257.79419389995746,258.6443761999253,258.6777317998931,258.62776669999585,258.6443761999253,258.5943767998833,258.6110568998847,258.6110568998847,258.62776669999585,right,1,1.3196777999401093,258.6443761999253,None,4,001,2021_Dec_01_1420,Final,2021.2.3,59.99923203192146,
48,"(-0.5, 0)",rightpurple.png,0.15,None,Oppcol,rightblue.png,0.15,short,24,0,62,62,47,,,,,,,260.0061011998914,260.51110589993186,260.9610188999213,260.9944209000096,260.9443649998866,260.9610188999213,260.9111051999498,260.92775420006365,260.92775420006365,260.9443649998866,None,1,,260.9610188999213,None,4,001,2021_Dec_01_1420,Final,2021.2.3,59.99923203192146,
79,"(-0.5, 0)",leftblue.png,0.15,None,Oppcol,leftpurple.png,0.15,long,48,0,63,63,78,,,,,,,262.471203800058,262.9777347999625,263.827678399859,263.8609742000699,263.8110217000358,263.827678399859,263.7777678000275,263.7943303999491,263.7943303999491,263.8110217000358,None,1,,263.827678399859,262.471203800058,4,001,2021_Dec_01_1420,Final,2021.2.3,59.99923203192146,
4,"(0.5, 0)",rightpurple.png,0.15,right,None,None,None,long,48,0,64,64,3,,,,,,,265.3269948998932,265.82768170000054,266.6774897000287,266.7110724998638,266.6610985000152,266.6774897000287,266.6277419999242,266.6444262000732,266.6444262000732,266.6610985000152,right,1,0.7904229001142085,266.6774897000287,265.3269948998932,4,001,2021_Dec_01_1420,Final,2021.2.3,59.99923203192146,
75,"(0.5, 0)",leftblue.png,0.15,left,Oppcol,leftpurple.png,0.15,long,48,0,65,65,74,,,,,,,267.4971239999868,267.994440499926,268.84438430005684,268.8776898998767,268.82771089999005,268.84438430005684,268.7943724999204,268.81097680004314,268.81097680004314,268.82771089999005,left,1,0.9916213001124561,268.84438430005684,None,4,001,2021_Dec_01_1420,Final,2021.2.3,59.99923203192146,
